year,term,value,source,corpus,smoothing,case_sensitive,query_group
1800,artificial day,9.09639141788432e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1801,artificial day,9.941975775973333e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1802,artificial day,6.396965090971207e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1803,artificial day,3.4832481787816505e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1804,artificial day,3.894029632078855e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1805,artificial day,8.507143389735461e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1806,artificial day,1.0770270897353384e-7,Google Books Ngram Viewer,en,0,false,secondary_phrase
1807,artificial day,8.985657373727918e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1808,artificial day,1.0883536449846076e-7,Google Books Ngram Viewer,en,0,false,secondary_phrase
1809,artificial day,1.0913154468994435e-7,Google Books Ngram Viewer,en,0,false,secondary_phrase
1810,artificial day,1.587876994335602e-7,Google Books Ngram Viewer,en,0,false,secondary_phrase
1811,artificial day,8.358371861305613e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1812,artificial day,6.658902629297359e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1813,artificial day,7.275622948554883e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1814,artificial day,6.74099283060059e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1815,artificial day,5.973474714870974e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1816,artificial day,4.367848305264488e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1817,artificial day,5.3069078242984347e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1818,artificial day,6.69585651369431e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1819,artificial day,6.477120007009063e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1820,artificial day,6.334456270629119e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1821,artificial day,7.232064191953214e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1822,artificial day,6.465251090048696e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1823,artificial day,8.465143364055905e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1824,artificial day,4.4528412401767525e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1825,artificial day,1.039255201895628e-7,Google Books Ngram Viewer,en,0,false,secondary_phrase
1826,artificial day,4.892489591235005e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1827,artificial day,5.923395907103668e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1828,artificial day,3.718195951130099e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1829,artificial day,4.07049400852344e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1830,artificial day,3.987718355524805e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1831,artificial day,2.6575431077979772e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1832,artificial day,3.009727728153777e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1833,artificial day,3.7486067916425725e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1834,artificial day,2.2623645179464802e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1835,artificial day,4.6832898892290586e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1836,artificial day,2.853718328310606e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1837,artificial day,3.6981582240969146e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1838,artificial day,3.3461414916668986e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1839,artificial day,3.5833920886130244e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1840,artificial day,2.2337383498438612e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1841,artificial day,2.7884343278827828e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1842,artificial day,3.432043133022589e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1843,artificial day,2.456391223759624e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1844,artificial day,2.1137652517211336e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1845,artificial day,3.272512660856819e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1846,artificial day,3.804013104513615e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1847,artificial day,2.4717253965800268e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1848,artificial day,3.825034533555538e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1849,artificial day,1.5300736677659188e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1850,artificial day,2.186519287850075e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1851,artificial day,4.231128078457935e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1852,artificial day,1.6941326536068502e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1853,artificial day,4.214278681580197e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1854,artificial day,1.3607705517948432e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1855,artificial day,2.1726524579435136e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1856,artificial day,1.5258207530788326e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1857,artificial day,1.2716221853281695e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1858,artificial day,1.4416228544256171e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1859,artificial day,1.94261779995486e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1860,artificial day,1.3445578900261879e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1861,artificial day,5.859801532892561e-9,Google Books Ngram Viewer,en,0,false,secondary_phrase
1862,artificial day,8.612931701179605e-9,Google Books Ngram Viewer,en,0,false,secondary_phrase
1863,artificial day,1.083606626650635e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1864,artificial day,1.2237640234502578e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1865,artificial day,9.783291510245817e-9,Google Books Ngram Viewer,en,0,false,secondary_phrase
1866,artificial day,8.236868465072433e-9,Google Books Ngram Viewer,en,0,false,secondary_phrase
1867,artificial day,1.6152274184833004e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
1868,artificial day,1.5851156165425095e-8,Google Books Ngram Viewer,en,0,false,secondary_phrase
