year,term,value,source,corpus,smoothing,case_sensitive,query_group
1800,artificial,0.000014720395384415497,Google Books Ngram Viewer,en,0,false,core_term
1801,artificial,0.00001617228807049287,Google Books Ngram Viewer,en,0,false,core_term
1802,artificial,0.00001679466745940772,Google Books Ngram Viewer,en,0,false,core_term
1803,artificial,0.000011306018336654233,Google Books Ngram Viewer,en,0,false,core_term
1804,artificial,0.00001211725715677403,Google Books Ngram Viewer,en,0,false,core_term
1805,artificial,0.000014418483452516284,Google Books Ngram Viewer,en,0,false,core_term
1806,artificial,0.00001576067798225722,Google Books Ngram Viewer,en,0,false,core_term
1807,artificial,0.000018157299194854204,Google Books Ngram Viewer,en,0,false,core_term
1808,artificial,0.000014920752754221667,Google Books Ngram Viewer,en,0,false,core_term
1809,artificial,0.000014477631182785444,Google Books Ngram Viewer,en,0,false,core_term
1810,artificial,0.000016888607746068374,Google Books Ngram Viewer,en,0,false,core_term
1811,artificial,0.000012553627968259207,Google Books Ngram Viewer,en,0,false,core_term
1812,artificial,0.00001083046194594317,Google Books Ngram Viewer,en,0,false,core_term
1813,artificial,0.000015810772268309847,Google Books Ngram Viewer,en,0,false,core_term
1814,artificial,0.000012222239206494123,Google Books Ngram Viewer,en,0,false,core_term
1815,artificial,0.00001544607571446477,Google Books Ngram Viewer,en,0,false,core_term
1816,artificial,0.000013094824510062608,Google Books Ngram Viewer,en,0,false,core_term
1817,artificial,0.000015500447545946372,Google Books Ngram Viewer,en,0,false,core_term
1818,artificial,0.000015378879481886543,Google Books Ngram Viewer,en,0,false,core_term
1819,artificial,0.000023677094759477768,Google Books Ngram Viewer,en,0,false,core_term
1820,artificial,0.000015126426006872862,Google Books Ngram Viewer,en,0,false,core_term
1821,artificial,0.000015772047547102375,Google Books Ngram Viewer,en,0,false,core_term
1822,artificial,0.000016539561912054523,Google Books Ngram Viewer,en,0,false,core_term
1823,artificial,0.000015691450471422286,Google Books Ngram Viewer,en,0,false,core_term
1824,artificial,0.000015156023039253341,Google Books Ngram Viewer,en,0,false,core_term
1825,artificial,0.00001583062629606502,Google Books Ngram Viewer,en,0,false,core_term
1826,artificial,0.000015986497757580764,Google Books Ngram Viewer,en,0,false,core_term
1827,artificial,0.000015967454032761452,Google Books Ngram Viewer,en,0,false,core_term
1828,artificial,0.00001649312305573858,Google Books Ngram Viewer,en,0,false,core_term
1829,artificial,0.000017317022951601757,Google Books Ngram Viewer,en,0,false,core_term
1830,artificial,0.00001810035207938654,Google Books Ngram Viewer,en,0,false,core_term
1831,artificial,0.000014197662338233386,Google Books Ngram Viewer,en,0,false,core_term
1832,artificial,0.000014134368825580168,Google Books Ngram Viewer,en,0,false,core_term
1833,artificial,0.000016814596577319207,Google Books Ngram Viewer,en,0,false,core_term
1834,artificial,0.00001592171638264972,Google Books Ngram Viewer,en,0,false,core_term
1835,artificial,0.000018217910579210184,Google Books Ngram Viewer,en,0,false,core_term
1836,artificial,0.000015048030192588158,Google Books Ngram Viewer,en,0,false,core_term
1837,artificial,0.000017299411155136113,Google Books Ngram Viewer,en,0,false,core_term
1838,artificial,0.00001630599726354376,Google Books Ngram Viewer,en,0,false,core_term
1839,artificial,0.000017370166844443702,Google Books Ngram Viewer,en,0,false,core_term
1840,artificial,0.000016423347787508646,Google Books Ngram Viewer,en,0,false,core_term
1841,artificial,0.000017574988248725276,Google Books Ngram Viewer,en,0,false,core_term
1842,artificial,0.000019013380949672865,Google Books Ngram Viewer,en,0,false,core_term
1843,artificial,0.000017950594099147565,Google Books Ngram Viewer,en,0,false,core_term
1844,artificial,0.000019570482805875145,Google Books Ngram Viewer,en,0,false,core_term
1845,artificial,0.00001895644754768,Google Books Ngram Viewer,en,0,false,core_term
1846,artificial,0.000017970090425478702,Google Books Ngram Viewer,en,0,false,core_term
1847,artificial,0.000018223333256628393,Google Books Ngram Viewer,en,0,false,core_term
1848,artificial,0.000018961539524298132,Google Books Ngram Viewer,en,0,false,core_term
1849,artificial,0.000017718314410331004,Google Books Ngram Viewer,en,0,false,core_term
1850,artificial,0.00001862863001633741,Google Books Ngram Viewer,en,0,false,core_term
1851,artificial,0.000020777567301955013,Google Books Ngram Viewer,en,0,false,core_term
1852,artificial,0.000020963981626209716,Google Books Ngram Viewer,en,0,false,core_term
1853,artificial,0.000020601368646566698,Google Books Ngram Viewer,en,0,false,core_term
1854,artificial,0.000019970009248027054,Google Books Ngram Viewer,en,0,false,core_term
1855,artificial,0.000021078377699268458,Google Books Ngram Viewer,en,0,false,core_term
1856,artificial,0.000020069425659130502,Google Books Ngram Viewer,en,0,false,core_term
1857,artificial,0.000022811321287008468,Google Books Ngram Viewer,en,0,false,core_term
1858,artificial,0.00002103810891185276,Google Books Ngram Viewer,en,0,false,core_term
1859,artificial,0.00002040562253569078,Google Books Ngram Viewer,en,0,false,core_term
1860,artificial,0.000019798864855147258,Google Books Ngram Viewer,en,0,false,core_term
1861,artificial,0.000021241670538074686,Google Books Ngram Viewer,en,0,false,core_term
1862,artificial,0.00002361280451168568,Google Books Ngram Viewer,en,0,false,core_term
1863,artificial,0.000022476897015621944,Google Books Ngram Viewer,en,0,false,core_term
1864,artificial,0.000020353758827695856,Google Books Ngram Viewer,en,0,false,core_term
1865,artificial,0.00002033444661719841,Google Books Ngram Viewer,en,0,false,core_term
1866,artificial,0.000020641304104174196,Google Books Ngram Viewer,en,0,false,core_term
1867,artificial,0.000021776739572487713,Google Books Ngram Viewer,en,0,false,core_term
1868,artificial,0.0000200931144149763,Google Books Ngram Viewer,en,0,false,core_term
1869,artificial,0.000020948571088086343,Google Books Ngram Viewer,en,0,false,core_term
1870,artificial,0.00001992911256820662,Google Books Ngram Viewer,en,0,false,core_term
1871,artificial,0.000020174382939330826,Google Books Ngram Viewer,en,0,false,core_term
1872,artificial,0.00002146413503512079,Google Books Ngram Viewer,en,0,false,core_term
1873,artificial,0.00002122229629034078,Google Books Ngram Viewer,en,0,false,core_term
1874,artificial,0.00002148618165165317,Google Books Ngram Viewer,en,0,false,core_term
1875,artificial,0.00002095490403969391,Google Books Ngram Viewer,en,0,false,core_term
1876,artificial,0.000021831883657341677,Google Books Ngram Viewer,en,0,false,core_term
1877,artificial,0.000020682513991232554,Google Books Ngram Viewer,en,0,false,core_term
1878,artificial,0.000020826947888963332,Google Books Ngram Viewer,en,0,false,core_term
1879,artificial,0.00002100650203828991,Google Books Ngram Viewer,en,0,false,core_term
1880,artificial,0.000021502606841750094,Google Books Ngram Viewer,en,0,false,core_term
1881,artificial,0.000019645135058143914,Google Books Ngram Viewer,en,0,false,core_term
1882,artificial,0.000020075967530036598,Google Books Ngram Viewer,en,0,false,core_term
1883,artificial,0.000022291778286637198,Google Books Ngram Viewer,en,0,false,core_term
1884,artificial,0.00002152438360494835,Google Books Ngram Viewer,en,0,false,core_term
1885,artificial,0.00002072694742666359,Google Books Ngram Viewer,en,0,false,core_term
1886,artificial,0.000020609712180430506,Google Books Ngram Viewer,en,0,false,core_term
1887,artificial,0.000019549812981231596,Google Books Ngram Viewer,en,0,false,core_term
1888,artificial,0.000020155056282611383,Google Books Ngram Viewer,en,0,false,core_term
1889,artificial,0.00002083843304490074,Google Books Ngram Viewer,en,0,false,core_term
1890,artificial,0.000021034818058707216,Google Books Ngram Viewer,en,0,false,core_term
1891,artificial,0.00002061113752915844,Google Books Ngram Viewer,en,0,false,core_term
