year,term,value,source,corpus,smoothing,case_sensitive,query_group,semantic_domain,narrative_role
1800,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1801,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1802,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1803,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1804,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1805,artificial politeness,5.1558446401145375e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1806,artificial politeness,2.111817831718099e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1807,artificial politeness,5.616035636535344e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1808,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1809,artificial politeness,9.572942438751397e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1810,artificial politeness,3.750890709142141e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1811,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1812,artificial politeness,1.4167877981918764e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1813,artificial politeness,4.96065188926309e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1814,artificial politeness,1.1234988051000983e-8,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1815,artificial politeness,9.050719285141895e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1816,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1817,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1818,artificial politeness,1.521785586433566e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1819,artificial politeness,1.2220980893928868e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1820,artificial politeness,1.357383538902468e-8,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1821,artificial politeness,8.218254521352719e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1822,artificial politeness,8.432936127178436e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1823,artificial politeness,3.6279186321763746e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1824,artificial politeness,8.905682413740124e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1825,artificial politeness,4.375811157864007e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1826,artificial politeness,0,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1827,artificial politeness,9.112916643516655e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1828,artificial politeness,1.0623416812904907e-8,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1829,artificial politeness,7.700935000798381e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1830,artificial politeness,5.437797767626762e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1831,artificial politeness,1.9685504781818963e-8,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1832,artificial politeness,4.913841333831215e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1833,artificial politeness,4.8894870374738275e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1834,artificial politeness,8.88786111374884e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1835,artificial politeness,5.122348323283177e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1836,artificial politeness,7.31722626934328e-10,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1837,artificial politeness,4.622697780121143e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1838,artificial politeness,7.604867291455264e-10,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1839,artificial politeness,1.4333568776336847e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1840,artificial politeness,8.646729554584454e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1841,artificial politeness,7.303042171002971e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1842,artificial politeness,1.9426658059984447e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1843,artificial politeness,4.524931374039198e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1844,artificial politeness,5.7128790587057665e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1845,artificial politeness,7.551951952677882e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1846,artificial politeness,9.129631273196992e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1847,artificial politeness,2.5221689181620377e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1848,artificial politeness,7.650069022702155e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1849,artificial politeness,7.3865624727886825e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1850,artificial politeness,1.1883257045042228e-8,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1851,artificial politeness,8.102160720113716e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1852,artificial politeness,7.20006410048768e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
1853,artificial politeness,2.385440733831956e-9,Google Books Ngram Viewer,en,0,false,chart06_social_supplement,SOCIAL,performed civility / social artificiality
