year,term,value,source,corpus,smoothing,case_sensitive,query_group,semantic_domain,narrative_role
1800,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1801,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1802,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1803,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1804,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1805,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1806,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1807,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1808,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1809,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1810,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1811,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1812,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1813,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1814,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1815,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1816,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1817,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1818,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1819,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1820,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1821,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1822,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1823,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1824,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1825,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1826,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1827,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1828,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1829,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1830,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1831,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1832,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1833,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1834,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1835,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1836,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1837,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1838,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1839,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1840,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1841,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1842,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1843,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1844,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1845,machine intelligence,5.034634931178061e-10,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1846,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1847,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1848,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1849,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1850,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1851,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1852,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1853,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1854,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1855,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1856,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1857,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1858,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
1859,machine intelligence,0,Google Books Ngram Viewer,en,0,false,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator
