year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,forgery,0.000005074820094819188,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1801,forgery,0.000004871545890239304,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1802,forgery,0.000004064519892210683,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1803,forgery,0.0000037371204513192424,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1804,forgery,0.000003883806613202978,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1805,forgery,0.000003844928926355351,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1806,forgery,0.00000411148116086224,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1807,forgery,0.000003380722791490598,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1808,forgery,0.000003935447239200585,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1809,forgery,0.000004735674053790717,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1810,forgery,0.0000037923802977957166,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1811,forgery,0.000005578087069579851,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1812,forgery,0.000005643346540296079,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1813,forgery,0.000005583115409990569,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1814,forgery,0.000004397540600109551,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1815,forgery,0.000004690145559038683,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1816,forgery,0.000007454929956907108,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1817,forgery,0.000003918933856539297,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1818,forgery,0.000008174706039199009,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1819,forgery,0.0000068846573706426994,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1820,forgery,0.000005309012124143919,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1821,forgery,0.00000537890646512551,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1822,forgery,0.000007662642389050234,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1823,forgery,0.000004312960967922663,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1824,forgery,0.000005824990580549638,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1825,forgery,0.000005047281490533351,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1826,forgery,0.000007225497853369234,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1827,forgery,0.000004477878661646173,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1828,forgery,0.000005746983426258012,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1829,forgery,0.000004550889876497877,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1830,forgery,0.000009988930827375953,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1831,forgery,0.000005467267101266771,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1832,forgery,0.0000037276949171882734,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1833,forgery,0.0000059124448767988724,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1834,forgery,0.000004511203801238484,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1835,forgery,0.000004290574729282071,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1836,forgery,0.000005030733689181943,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1837,forgery,0.000004818063132461248,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1838,forgery,0.000004451127651350362,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1839,forgery,0.000005113085578045684,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1840,forgery,0.000005413312763380418,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1841,forgery,0.000004946115637949333,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1842,forgery,0.000004965880606278006,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1843,forgery,0.000007310067228261108,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1844,forgery,0.000004587606440509262,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1845,forgery,0.000004068546331836842,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1846,forgery,0.000005066198724534843,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1847,forgery,0.00000420239933873745,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1848,forgery,0.000003921977110354913,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1849,forgery,0.0000050702445690831155,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1850,forgery,0.0000042086277005637385,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1851,forgery,0.000004524817079243348,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1852,forgery,0.000004621493673084842,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1853,forgery,0.000004746568052382827,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1854,forgery,0.000004051509606028958,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1855,forgery,0.000003817656377691492,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1856,forgery,0.000004392572350297996,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1857,forgery,0.000005224704111128631,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1858,forgery,0.0000043938616585137424,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1859,forgery,0.0000043327421792582754,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1860,forgery,0.000004265736208708404,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1861,forgery,0.000004754747322976982,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1862,forgery,0.000004676770146261333,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1863,forgery,0.000004367189227139079,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1864,forgery,0.000003885381325119397,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1865,forgery,0.0000035779001592572968,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1866,forgery,0.0000033404764465672088,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1867,forgery,0.0000037933222216679496,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1868,forgery,0.000004106390754543554,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1869,forgery,0.00000345178301586202,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1870,forgery,0.000003570727997725953,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1871,forgery,0.000003624146629022107,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1872,forgery,0.0000033993202634974296,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1873,forgery,0.0000034815418672451415,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1874,forgery,0.0000036585413596412764,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1875,forgery,0.0000033832662111876743,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1876,forgery,0.000003930921401718024,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1877,forgery,0.000004910721997930523,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1878,forgery,0.00000364962414778347,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1879,forgery,0.0000038684656971099685,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1880,forgery,0.00000443073716985265,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1881,forgery,0.000004221352227773423,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1882,forgery,0.000004047707932386402,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1883,forgery,0.00000330005936177713,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1884,forgery,0.0000037003486994535706,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1885,forgery,0.0000032946823651514023,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1886,forgery,0.000003592241924366135,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1887,forgery,0.000003906354351101982,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1888,forgery,0.0000034798522676737775,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1889,forgery,0.000003250043668856506,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1890,forgery,0.00000389960336377726,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1891,forgery,0.000003410184270080663,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1892,forgery,0.000003597665539700756,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1893,forgery,0.000003260651112668711,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1894,forgery,0.000003705594153302627,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1895,forgery,0.000003651260712445037,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1896,forgery,0.0000041776774111212944,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1897,forgery,0.0000031089667231753992,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1898,forgery,0.000003055920281269664,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1899,forgery,0.0000034952060872228685,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1900,forgery,0.0000029742283516043244,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
1901,forgery,0.000003460303943825238,Google Books Ngram Viewer,en,0,false,e_authenticity_specific,"specific extreme of inauthenticity, especially art/document falsification"
