year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,reproduced,5.660047652789046e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1801,reproduced,3.1105156494959374e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1802,reproduced,2.9336757734199637e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1803,reproduced,4.933071835466762e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1804,reproduced,3.9276502006302394e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1805,reproduced,4.38244411204991e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1806,reproduced,5.604764545807939e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1807,reproduced,3.926568696854815e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1808,reproduced,3.3157229184510584e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1809,reproduced,4.961182380469609e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1810,reproduced,4.7227647970160547e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1811,reproduced,3.736598004344671e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1812,reproduced,2.0871552308676655e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1813,reproduced,4.178371710850115e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1814,reproduced,3.2404784511275153e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1815,reproduced,3.635374712374073e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1816,reproduced,3.44430929999362e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1817,reproduced,5.853359503760203e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1818,reproduced,3.9334359591691737e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1819,reproduced,5.781361456236311e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1820,reproduced,3.2081194811794944e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1821,reproduced,3.569455373497732e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1822,reproduced,4.3915023217877547e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1823,reproduced,6.341586837876889e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1824,reproduced,4.116785135011014e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1825,reproduced,4.2584828041647427e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1826,reproduced,5.866090342365737e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1827,reproduced,5.919035128698624e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1828,reproduced,4.972199258990173e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1829,reproduced,5.733976082833436e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1830,reproduced,8.137865266655275e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
1831,reproduced,6.615198646642284e-7,Google Books Ngram Viewer,en,0,false,c_optional_density,general reproduction vocabulary
