year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1801,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1802,mass production,5.330804242476006e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1803,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1804,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1805,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1806,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1807,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1808,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1809,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1810,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1811,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1812,mass production,2.8335755963837528e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1813,mass production,1.6535506297543634e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1814,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1815,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1816,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1817,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1818,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1819,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1820,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1821,mass production,4.930952979265157e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1822,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1823,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1824,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1825,mass production,1.0939528172215773e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1826,mass production,1.1932901333722157e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1827,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1828,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1829,mass production,1.100133539821968e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1830,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1831,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1832,mass production,6.142301900435854e-8,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1833,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1834,mass production,2.4239619200727702e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1835,mass production,8.781168681082363e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1836,mass production,3.658613190182791e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1837,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1838,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1839,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1840,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1841,mass production,1.3278258492732675e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1842,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1843,mass production,3.878512455646188e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1844,mass production,1.1425758117411533e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1845,mass production,8.558879383002704e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1846,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1847,mass production,1.5133012620793806e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1848,mass production,3.8250345113510775e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1849,mass production,1.5828348631785616e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1850,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1851,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1852,mass production,4.235331807489473e-10,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1853,mass production,1.987867370711882e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1854,mass production,4.002266296154744e-10,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1855,mass production,4.0993441974279676e-10,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1856,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1857,mass production,0,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1858,mass production,4.664073682825176e-9,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
1859,mass production,4.289947752589285e-8,Google Books Ngram Viewer,en,0,false,d_industrial_material,industrial batch-production background pressure for reproducibility
