year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,magic lantern,1.1370488950390722e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1801,magic lantern,1.1216588080564804e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1802,magic lantern,2.0257056121408823e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1803,magic lantern,8.514606619769438e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1804,magic lantern,8.372163251557652e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1805,magic lantern,7.733767404261016e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1806,magic lantern,1.0559089291817259e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1807,magic lantern,1.8907319798699973e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1808,magic lantern,5.441768213820808e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1809,magic lantern,1.2253366499237472e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1810,magic lantern,2.1130017824333436e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1811,magic lantern,4.268104891735902e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1812,magic lantern,4.250363327962248e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1813,magic lantern,1.3559114986350096e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1814,magic lantern,1.1609487415853437e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1815,magic lantern,1.5929265329006626e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1816,magic lantern,1.8017374259216012e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1817,magic lantern,1.6252405710126538e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1818,magic lantern,1.6435284311278053e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1819,magic lantern,1.674274348051341e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1820,magic lantern,1.3573835144775614e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1821,magic lantern,1.183428723905422e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1822,magic lantern,4.216468155737729e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1823,magic lantern,2.6967528743426783e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1824,magic lantern,1.0575497699782943e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1825,magic lantern,1.8597197892766815e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1826,magic lantern,7.875715057892307e-8,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1827,magic lantern,1.401110898413549e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1828,magic lantern,1.2429397144853027e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1829,magic lantern,1.7712149991133685e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1830,magic lantern,1.6585281736869462e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1831,magic lantern,1.4567273598498076e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1832,magic lantern,1.8304059468121636e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1833,magic lantern,2.0454354920929063e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1834,magic lantern,1.220060886764074e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1835,magic lantern,1.734280741239047e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1836,magic lantern,1.2585629394212816e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1837,magic lantern,1.355991313678473e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1838,magic lantern,1.9392411765295492e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1839,magic lantern,1.641193601020774e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1840,magic lantern,1.0664299249230069e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1841,magic lantern,1.520360584095215e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1842,magic lantern,1.4764260469757318e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1843,magic lantern,1.6419036819037558e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1844,magic lantern,1.8738243934279808e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1845,magic lantern,1.7570875998629276e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1846,magic lantern,2.7642493605206653e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1847,magic lantern,1.99755773477861e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1848,magic lantern,2.1310907122318312e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1849,magic lantern,2.7277521474911026e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1850,magic lantern,1.887061245042787e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1851,magic lantern,2.853760969756536e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1852,magic lantern,1.816957273526043e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1853,magic lantern,2.2900232199418724e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1854,magic lantern,2.5214277665774887e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1855,magic lantern,2.164453780650888e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1856,magic lantern,3.385672582290056e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1857,magic lantern,2.6407355013802203e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1858,magic lantern,2.9171661619642464e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1859,magic lantern,3.9095184600768107e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1860,magic lantern,4.1412384502170774e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1861,magic lantern,3.5023582389825947e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1862,magic lantern,4.2203363115334014e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1863,magic lantern,4.829116466709138e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1864,magic lantern,3.346361578948631e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1865,magic lantern,4.198308240499493e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1866,magic lantern,4.522789653904624e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1867,magic lantern,6.417836919681008e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1868,magic lantern,5.845906588253236e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1869,magic lantern,6.74058266925126e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1870,magic lantern,5.260585710931132e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1871,magic lantern,5.248698577431377e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1872,magic lantern,4.0315478377905833e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1873,magic lantern,5.976080004188589e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1874,magic lantern,4.360154068905331e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1875,magic lantern,5.143079992997457e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1876,magic lantern,5.095646690156386e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1877,magic lantern,5.893242871479742e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1878,magic lantern,4.639945281326163e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1879,magic lantern,4.547762159634594e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1880,magic lantern,4.6242483886516084e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1881,magic lantern,4.135975639196765e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1882,magic lantern,3.937083397076435e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1883,magic lantern,5.298504202055909e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1884,magic lantern,5.784548042508941e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1885,magic lantern,5.11896855570626e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1886,magic lantern,4.764546712721085e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1887,magic lantern,5.021493247880926e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1888,magic lantern,5.835939298759474e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1889,magic lantern,4.4109859012597674e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1890,magic lantern,5.081915242510782e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1891,magic lantern,5.854787994974409e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1892,magic lantern,4.877306546274829e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1893,magic lantern,4.295534025422487e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1894,magic lantern,4.150808317893162e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1895,magic lantern,3.603115529687839e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1896,magic lantern,4.4178587149668047e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1897,magic lantern,4.157135460591821e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1898,magic lantern,4.055960306503792e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1899,magic lantern,3.746654748948419e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1900,magic lantern,2.8345905345172895e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1901,magic lantern,2.2001490779244293e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1902,magic lantern,2.413354726060746e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1903,magic lantern,2.574837855151557e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1904,magic lantern,2.3785441083390424e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1905,magic lantern,1.92787097397229e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1906,magic lantern,1.5709183287526685e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1907,magic lantern,1.540189097093414e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1908,magic lantern,1.406330320807836e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1909,magic lantern,1.6072618341800293e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1910,magic lantern,1.623495387015339e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1911,magic lantern,1.3557720249246508e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
1912,magic lantern,1.1187928405931302e-7,Google Books Ngram Viewer,en,0,false,g_pre_cinema_apparatus,pre-cinema projection apparatus bridging diorama/stereoscope to cinema
