year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1801,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1802,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1803,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1804,diorama,3.6536280667576193e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1805,diorama,2.4212398752609943e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1806,diorama,5.545350134639193e-8,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1807,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1808,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1809,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1810,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1811,diorama,1.6756044329824249e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1812,diorama,1.3379199970131594e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1813,diorama,4.677281895126839e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1814,diorama,1.7611295755060041e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1815,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1816,diorama,1.8060047679568925e-8,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1817,diorama,7.825347037027086e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1818,diorama,2.8503159832382607e-9,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1819,diorama,0,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1820,diorama,1.5614741277758526e-8,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1821,diorama,1.2361749957001678e-8,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1822,diorama,1.0581933551634393e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1823,diorama,3.3980904889929775e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1824,diorama,3.5331396475157817e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1825,diorama,9.465586501278267e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1826,diorama,6.337172031578575e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1827,diorama,8.363853893911255e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1828,diorama,4.1335150413601696e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1829,diorama,4.292705249042683e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1830,diorama,3.25002787349149e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1831,diorama,4.660287231672555e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1832,diorama,2.0696568725497855e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1833,diorama,3.767847331914709e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1834,diorama,1.3859538761096246e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1835,diorama,1.6515443412856712e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1836,diorama,3.347380932439137e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1837,diorama,4.685135905901916e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1838,diorama,5.408112961902134e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1839,diorama,4.2158632140854024e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1840,diorama,4.374668307605134e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1841,diorama,5.553423250148626e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1842,diorama,5.233993078945787e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1843,diorama,4.778698112772872e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1844,diorama,5.103328106770277e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1845,diorama,4.080366657888135e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1846,diorama,4.3383651870954054e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1847,diorama,6.110257118052687e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1848,diorama,4.214247439904284e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1849,diorama,4.228098617886644e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1850,diorama,0.0000011473605852074797,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1851,diorama,0.0000014081820296496517,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1852,diorama,6.929648890263707e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1853,diorama,5.040867847583286e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1854,diorama,5.310432129590481e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1855,diorama,5.8466527264045e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
1856,diorama,1.9608660473124928e-7,Google Books Ngram Viewer,en,0,false,c_scene_manufacturing,early artificial-scene apparatus and immersive display technology
