year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,electric light,2.501507516683432e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1801,electric light,2.0393796651418938e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1802,electric light,1.0928148697075812e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1803,electric light,5.805413527681935e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1804,electric light,8.975738081673512e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1805,electric light,4.382467810870594e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1806,electric light,1.1826180035257039e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1807,electric light,2.545936119702219e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1808,electric light,3.9976066679159317e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1809,electric light,2.278360362595322e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1810,electric light,2.2255283971261974e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1811,electric light,1.7783769123980164e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1812,electric light,3.825327121731448e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1813,electric light,1.0417369233906015e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1814,electric light,4.306745404747403e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1815,electric light,1.3938107867872418e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1816,electric light,2.6207089831586927e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1817,electric light,1.674992859967972e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1818,electric light,5.6306066253952736e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1819,electric light,2.1753345658126477e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1820,electric light,2.1567315866555248e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1821,electric light,9.861905869712473e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1822,electric light,7.027446879970256e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1823,electric light,1.6325633289682173e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1824,electric light,1.0352856183448722e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1825,electric light,7.767064746921903e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1826,electric light,7.159740933460057e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1827,electric light,1.1391145715577977e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1828,electric light,4.780537388171524e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1829,electric light,9.901201503126345e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1830,electric light,8.247326366284113e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1831,electric light,4.9213759623079056e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1832,electric light,0.000001533118467178518,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1833,electric light,7.741687946261067e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1834,electric light,1.454377193121914e-7,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1835,electric light,0.000003034625366993282,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1836,electric light,7.390398681916821e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
1837,electric light,8.320855715560072e-8,Google Books Ngram Viewer,en,0,false,a_perception_lighting,dominant artificial-light form after electrification; separates technical light from perception-making
