year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1801,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1802,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1803,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1804,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1805,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1806,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1807,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1808,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1809,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1810,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1811,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1812,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1813,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1814,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1815,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1816,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1817,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1818,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1819,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1820,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1821,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1822,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1823,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1824,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1825,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1826,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
1827,colour photography,0,Google Books Ngram Viewer,en,0,false,h_color_television_media,British spelling for color-photography transition and commercialization
