year,term,value,source,corpus,smoothing,case_sensitive,query_group
1800,artificial,0.000014720395384415497,Google Books Ngram Viewer,en,0,false,core_baseline
1801,artificial,0.00001617228807049287,Google Books Ngram Viewer,en,0,false,core_baseline
1802,artificial,0.00001679466745940772,Google Books Ngram Viewer,en,0,false,core_baseline
1803,artificial,0.000011306018336654233,Google Books Ngram Viewer,en,0,false,core_baseline
1804,artificial,0.00001211725715677403,Google Books Ngram Viewer,en,0,false,core_baseline
1805,artificial,0.000014418483452516284,Google Books Ngram Viewer,en,0,false,core_baseline
1806,artificial,0.00001576067798225722,Google Books Ngram Viewer,en,0,false,core_baseline
1807,artificial,0.000018157299194854204,Google Books Ngram Viewer,en,0,false,core_baseline
1808,artificial,0.000014920752754221667,Google Books Ngram Viewer,en,0,false,core_baseline
1809,artificial,0.000014477631182785444,Google Books Ngram Viewer,en,0,false,core_baseline
1810,artificial,0.000016888607746068374,Google Books Ngram Viewer,en,0,false,core_baseline
1811,artificial,0.000012553627968259207,Google Books Ngram Viewer,en,0,false,core_baseline
1812,artificial,0.00001083046194594317,Google Books Ngram Viewer,en,0,false,core_baseline
1813,artificial,0.000015810772268309847,Google Books Ngram Viewer,en,0,false,core_baseline
1814,artificial,0.000012222239206494123,Google Books Ngram Viewer,en,0,false,core_baseline
1815,artificial,0.00001544607571446477,Google Books Ngram Viewer,en,0,false,core_baseline
1816,artificial,0.000013094824510062608,Google Books Ngram Viewer,en,0,false,core_baseline
1817,artificial,0.000015500447545946372,Google Books Ngram Viewer,en,0,false,core_baseline
1818,artificial,0.000015378879481886543,Google Books Ngram Viewer,en,0,false,core_baseline
1819,artificial,0.000023677094759477768,Google Books Ngram Viewer,en,0,false,core_baseline
1820,artificial,0.000015126426006872862,Google Books Ngram Viewer,en,0,false,core_baseline
1821,artificial,0.000015772047547102375,Google Books Ngram Viewer,en,0,false,core_baseline
1822,artificial,0.000016539561912054523,Google Books Ngram Viewer,en,0,false,core_baseline
1823,artificial,0.000015691450471422286,Google Books Ngram Viewer,en,0,false,core_baseline
1824,artificial,0.000015156023039253341,Google Books Ngram Viewer,en,0,false,core_baseline
1825,artificial,0.00001583062629606502,Google Books Ngram Viewer,en,0,false,core_baseline
1826,artificial,0.000015986497757580764,Google Books Ngram Viewer,en,0,false,core_baseline
1827,artificial,0.000015967454032761452,Google Books Ngram Viewer,en,0,false,core_baseline
1828,artificial,0.00001649312305573858,Google Books Ngram Viewer,en,0,false,core_baseline
1829,artificial,0.000017317022951601757,Google Books Ngram Viewer,en,0,false,core_baseline
1830,artificial,0.00001810035207938654,Google Books Ngram Viewer,en,0,false,core_baseline
1831,artificial,0.000014197662338233386,Google Books Ngram Viewer,en,0,false,core_baseline
1832,artificial,0.000014134368825580168,Google Books Ngram Viewer,en,0,false,core_baseline
1833,artificial,0.000016814596577319207,Google Books Ngram Viewer,en,0,false,core_baseline
1834,artificial,0.00001592171638264972,Google Books Ngram Viewer,en,0,false,core_baseline
1835,artificial,0.000018217910579210184,Google Books Ngram Viewer,en,0,false,core_baseline
1836,artificial,0.000015048030192588158,Google Books Ngram Viewer,en,0,false,core_baseline
1837,artificial,0.000017299411155136113,Google Books Ngram Viewer,en,0,false,core_baseline
1838,artificial,0.00001630599726354376,Google Books Ngram Viewer,en,0,false,core_baseline
1839,artificial,0.000017370166844443702,Google Books Ngram Viewer,en,0,false,core_baseline
1840,artificial,0.000016423347787508646,Google Books Ngram Viewer,en,0,false,core_baseline
1841,artificial,0.000017574988248725276,Google Books Ngram Viewer,en,0,false,core_baseline
1842,artificial,0.000019013380949672865,Google Books Ngram Viewer,en,0,false,core_baseline
1843,artificial,0.000017950594099147565,Google Books Ngram Viewer,en,0,false,core_baseline
1844,artificial,0.000019570482805875145,Google Books Ngram Viewer,en,0,false,core_baseline
1845,artificial,0.00001895644754768,Google Books Ngram Viewer,en,0,false,core_baseline
1846,artificial,0.000017970090425478702,Google Books Ngram Viewer,en,0,false,core_baseline
1847,artificial,0.000018223333256628393,Google Books Ngram Viewer,en,0,false,core_baseline
1848,artificial,0.000018961539524298132,Google Books Ngram Viewer,en,0,false,core_baseline
1849,artificial,0.000017718314410331004,Google Books Ngram Viewer,en,0,false,core_baseline
1850,artificial,0.00001862863001633741,Google Books Ngram Viewer,en,0,false,core_baseline
1851,artificial,0.000020777567301955013,Google Books Ngram Viewer,en,0,false,core_baseline
1852,artificial,0.000020963981626209716,Google Books Ngram Viewer,en,0,false,core_baseline
1853,artificial,0.000020601368646566698,Google Books Ngram Viewer,en,0,false,core_baseline
1854,artificial,0.000019970009248027054,Google Books Ngram Viewer,en,0,false,core_baseline
