year,term,value,source,corpus,smoothing,case_sensitive,query_group
1800,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1801,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1802,artificial intelligence,2.665402121238003e-9,Google Books Ngram Viewer,en,0,false,semantic_distance
1803,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1804,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1805,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1806,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1807,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1808,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1809,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1810,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1811,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1812,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1813,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1814,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1815,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1816,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1817,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1818,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1819,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1820,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1821,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1822,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1823,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1824,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1825,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1826,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1827,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1828,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1829,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1830,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1831,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1832,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1833,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1834,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1835,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1836,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1837,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1838,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1839,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1840,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1841,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1842,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1843,artificial intelligence,6.464187518595566e-10,Google Books Ngram Viewer,en,0,false,semantic_distance
1844,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1845,artificial intelligence,5.034634931178061e-9,Google Books Ngram Viewer,en,0,false,semantic_distance
1846,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1847,artificial intelligence,1.0088675450603546e-9,Google Books Ngram Viewer,en,0,false,semantic_distance
1848,artificial intelligence,1.092867019103494e-9,Google Books Ngram Viewer,en,0,false,semantic_distance
1849,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
1850,artificial intelligence,0,Google Books Ngram Viewer,en,0,false,semantic_distance
