year,term,value,source,corpus,smoothing,case_sensitive,query_group
1800,artificial light,1.4099406087098032e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1801,artificial light,6.118138884403379e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1802,artificial light,1.3327010606190015e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1803,artificial light,6.192441048824548e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1804,artificial light,1.1097983954044821e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1805,artificial light,1.2116234948678084e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1806,artificial light,1.224854315751145e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1807,artificial light,9.921662780243423e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1808,artificial light,1.9464786760181596e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1809,artificial light,1.282774233501982e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1810,artificial light,1.0752552981330155e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1811,artificial light,7.824858982985461e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1812,artificial light,5.383793677538051e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1813,artificial light,8.433108433791858e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1814,artificial light,7.864491635700688e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1815,artificial light,6.878546265909335e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1816,artificial light,1.2011582839477342e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1817,artificial light,1.0613816225912842e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1818,artificial light,9.282892166062595e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1819,artificial light,2.1142296624532264e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1820,artificial light,8.747582913581908e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1821,artificial light,9.533176115184006e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1822,artificial light,8.432936682289949e-8,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1823,artificial light,1.2334923948920107e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1824,artificial light,1.3358523709428027e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1825,artificial light,1.8159617132251782e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1826,artificial light,1.467746806316228e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1827,artificial light,1.2871994670149434e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1828,artificial light,1.189822624869663e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1829,artificial light,1.969239096233366e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1830,artificial light,2.28387501466365e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1831,artificial light,1.2598723375667475e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1832,artificial light,1.7321291145844242e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1833,artificial light,2.534384101471332e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1834,artificial light,2.0361281705127965e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1835,artificial light,2.2904213847763089e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1836,artificial light,1.7561343135241714e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1837,artificial light,1.9800555128846042e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1838,artificial light,1.5437880102053825e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1839,artificial light,3.3182211223170555e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1840,artificial light,3.350607598595623e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1841,artificial light,3.5851299307054774e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1842,artificial light,2.8103899385456543e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1843,artificial light,3.2514862829957636e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1844,artificial light,2.93641993387439e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1845,artificial light,3.24733946843736e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1846,artificial light,2.576584700042517e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1847,artificial light,4.1817558571466407e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1848,artificial light,2.573701815555829e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1849,artificial light,3.571930635715148e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1850,artificial light,3.09440007839612e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1851,artificial light,3.37139890005389e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1852,artificial light,3.22732273516646e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1853,artificial light,3.971759143794884e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1854,artificial light,4.2984340176133173e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1855,artificial light,4.2592186322298886e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1856,artificial light,3.6578458506575373e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1857,artificial light,3.7004207190105554e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1858,artificial light,4.214626738718863e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1859,artificial light,4.6056231406410575e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1860,artificial light,5.001755490063875e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1861,artificial light,5.598364161973901e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1862,artificial light,6.966904777527816e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1863,artificial light,4.782003091285958e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1864,artificial light,6.24963625156516e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1865,artificial light,4.5556108130284656e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1866,artificial light,5.219179501358973e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1867,artificial light,4.454438430334662e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1868,artificial light,3.388977208307331e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1869,artificial light,5.52883221816014e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1870,artificial light,5.371012065102931e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1871,artificial light,3.7371291422561015e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1872,artificial light,3.9680587748947005e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1873,artificial light,4.725571770003434e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1874,artificial light,3.347866468494942e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1875,artificial light,4.0409914614514264e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1876,artificial light,4.020025707873742e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1877,artificial light,3.981120852980524e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1878,artificial light,5.945356284509096e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1879,artificial light,6.6784174101997e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1880,artificial light,5.314883038676221e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1881,artificial light,4.813196285424759e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1882,artificial light,6.131249491725388e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1883,artificial light,5.755517968886181e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1884,artificial light,5.390641642788463e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1885,artificial light,4.857431612492746e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1886,artificial light,4.843616914496085e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1887,artificial light,4.3665157556382894e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1888,artificial light,4.795792422906953e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1889,artificial light,5.250992711758329e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1890,artificial light,4.858854186218231e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1891,artificial light,5.471517661448377e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1892,artificial light,5.710106792122804e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1893,artificial light,5.34297128540473e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1894,artificial light,4.929411624859936e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1895,artificial light,4.845183401158693e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1896,artificial light,5.128925105873927e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1897,artificial light,6.318229098245531e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1898,artificial light,5.537137042210816e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1899,artificial light,5.357207575329426e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1900,artificial light,6.218425641080216e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1901,artificial light,6.204082537014655e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1902,artificial light,5.805061141228585e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1903,artificial light,6.127125159877123e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1904,artificial light,5.604600756825562e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1905,artificial light,5.631030244312996e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1906,artificial light,6.442375024562352e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1907,artificial light,6.586288521237549e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1908,artificial light,7.670177131213762e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1909,artificial light,7.363372565016846e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1910,artificial light,6.856368906654753e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1911,artificial light,7.499203356076123e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1912,artificial light,8.297128270828846e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1913,artificial light,9.731375399460451e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1914,artificial light,8.277198033090905e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1915,artificial light,0.0000011942825789978961,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1916,artificial light,8.813569199114801e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1917,artificial light,8.79042049817258e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1918,artificial light,8.786169067298566e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1919,artificial light,8.779738938924364e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1920,artificial light,9.682294057622443e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1921,artificial light,9.205258855726761e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1922,artificial light,9.381253535112322e-7,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1923,artificial light,0.0000010173256175111112,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1924,artificial light,0.0000010149157775307671,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1925,artificial light,0.0000010446428377886008,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
1926,artificial light,0.000001083246411737182,Google Books Ngram Viewer,en,0,false,natural_opposition_pair
