ngram	year	match_count	volume_count	ngram_order	corpus_release	source_shard	wide_field_index
forever	1500	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	1
forever	1501	6	3	1	googlebooks-eng-20200217	1-00018-of-00024.gz	2
forever	1507	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	3
forever	1508	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	4
forever	1520	5	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	5
forever	1526	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	6
forever	1535	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	7
forever	1539	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	8
forever	1545	4	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	9
forever	1551	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	10
forever	1555	3	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	11
forever	1563	13	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	12
forever	1572	5	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	13
forever	1581	6	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	14
forever	1582	3	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	15
forever	1587	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	16
forever	1589	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	17
forever	1592	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	18
forever	1597	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	19
forever	1598	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	20
forever	1600	4	3	1	googlebooks-eng-20200217	1-00018-of-00024.gz	21
forever	1601	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	22
forever	1602	2	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	23
forever	1603	2	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	24
forever	1604	2	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	25
forever	1605	17	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	26
forever	1606	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	27
forever	1607	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	28
forever	1609	6	3	1	googlebooks-eng-20200217	1-00018-of-00024.gz	29
forever	1614	2	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	30
forever	1616	2	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	31
forever	1619	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	32
forever	1621	4	3	1	googlebooks-eng-20200217	1-00018-of-00024.gz	33
forever	1622	2	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	34
forever	1623	3	3	1	googlebooks-eng-20200217	1-00018-of-00024.gz	35
forever	1624	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	36
forever	1625	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	37
forever	1626	2	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	38
forever	1627	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	39
forever	1629	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	40
forever	1630	5	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	41
forever	1631	3	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	42
forever	1632	7	7	1	googlebooks-eng-20200217	1-00018-of-00024.gz	43
forever	1633	12	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	44
forever	1634	30	7	1	googlebooks-eng-20200217	1-00018-of-00024.gz	45
forever	1635	13	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	46
forever	1636	12	5	1	googlebooks-eng-20200217	1-00018-of-00024.gz	47
forever	1637	10	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	48
forever	1638	12	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	49
forever	1639	24	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	50
forever	1640	35	12	1	googlebooks-eng-20200217	1-00018-of-00024.gz	51
forever	1641	27	14	1	googlebooks-eng-20200217	1-00018-of-00024.gz	52
forever	1642	14	6	1	googlebooks-eng-20200217	1-00018-of-00024.gz	53
forever	1643	16	6	1	googlebooks-eng-20200217	1-00018-of-00024.gz	54
forever	1644	11	7	1	googlebooks-eng-20200217	1-00018-of-00024.gz	55
forever	1645	13	4	1	googlebooks-eng-20200217	1-00018-of-00024.gz	56
forever	1646	12	6	1	googlebooks-eng-20200217	1-00018-of-00024.gz	57
forever	1647	12	5	1	googlebooks-eng-20200217	1-00018-of-00024.gz	58
forever	1648	9	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	59
forever	1649	11	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	60
forever	1650	6	5	1	googlebooks-eng-20200217	1-00018-of-00024.gz	61
forever	1651	23	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	62
forever	1652	19	12	1	googlebooks-eng-20200217	1-00018-of-00024.gz	63
forever	1653	10	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	64
forever	1654	39	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	65
forever	1655	10	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	66
forever	1656	16	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	67
forever	1657	62	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	68
forever	1658	13	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	69
forever	1659	47	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	70
forever	1660	50	14	1	googlebooks-eng-20200217	1-00018-of-00024.gz	71
forever	1661	11	5	1	googlebooks-eng-20200217	1-00018-of-00024.gz	72
forever	1662	38	7	1	googlebooks-eng-20200217	1-00018-of-00024.gz	73
forever	1663	14	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	74
forever	1664	1	1	1	googlebooks-eng-20200217	1-00018-of-00024.gz	75
forever	1665	3	3	1	googlebooks-eng-20200217	1-00018-of-00024.gz	76
forever	1666	5	2	1	googlebooks-eng-20200217	1-00018-of-00024.gz	77
forever	1667	12	7	1	googlebooks-eng-20200217	1-00018-of-00024.gz	78
forever	1668	22	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	79
forever	1669	12	5	1	googlebooks-eng-20200217	1-00018-of-00024.gz	80
forever	1670	14	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	81
forever	1671	19	5	1	googlebooks-eng-20200217	1-00018-of-00024.gz	82
forever	1672	27	13	1	googlebooks-eng-20200217	1-00018-of-00024.gz	83
forever	1673	19	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	84
forever	1674	25	14	1	googlebooks-eng-20200217	1-00018-of-00024.gz	85
forever	1675	49	14	1	googlebooks-eng-20200217	1-00018-of-00024.gz	86
forever	1676	264	21	1	googlebooks-eng-20200217	1-00018-of-00024.gz	87
forever	1677	18	14	1	googlebooks-eng-20200217	1-00018-of-00024.gz	88
forever	1678	19	12	1	googlebooks-eng-20200217	1-00018-of-00024.gz	89
forever	1679	35	14	1	googlebooks-eng-20200217	1-00018-of-00024.gz	90
forever	1680	44	17	1	googlebooks-eng-20200217	1-00018-of-00024.gz	91
forever	1681	92	15	1	googlebooks-eng-20200217	1-00018-of-00024.gz	92
forever	1682	10	9	1	googlebooks-eng-20200217	1-00018-of-00024.gz	93
forever	1683	72	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	94
forever	1684	18	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	95
forever	1685	60	22	1	googlebooks-eng-20200217	1-00018-of-00024.gz	96
forever	1686	23	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	97
forever	1687	31	15	1	googlebooks-eng-20200217	1-00018-of-00024.gz	98
forever	1688	42	12	1	googlebooks-eng-20200217	1-00018-of-00024.gz	99
forever	1689	71	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	100
forever	1690	31	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	101
forever	1691	12	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	102
forever	1692	31	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	103
forever	1693	21	15	1	googlebooks-eng-20200217	1-00018-of-00024.gz	104
forever	1694	16	10	1	googlebooks-eng-20200217	1-00018-of-00024.gz	105
forever	1695	18	11	1	googlebooks-eng-20200217	1-00018-of-00024.gz	106
forever	1696	19	8	1	googlebooks-eng-20200217	1-00018-of-00024.gz	107
forever	1697	7	6	1	googlebooks-eng-20200217	1-00018-of-00024.gz	108
forever	1698	17	13	1	googlebooks-eng-20200217	1-00018-of-00024.gz	109
forever	1699	47	13	1	googlebooks-eng-20200217	1-00018-of-00024.gz	110
forever	1700	180	29	1	googlebooks-eng-20200217	1-00018-of-00024.gz	111
forever	1701	42	22	1	googlebooks-eng-20200217	1-00018-of-00024.gz	112
forever	1702	36	23	1	googlebooks-eng-20200217	1-00018-of-00024.gz	113
forever	1703	151	22	1	googlebooks-eng-20200217	1-00018-of-00024.gz	114
forever	1704	44	28	1	googlebooks-eng-20200217	1-00018-of-00024.gz	115
forever	1705	35	20	1	googlebooks-eng-20200217	1-00018-of-00024.gz	116
forever	1706	39	23	1	googlebooks-eng-20200217	1-00018-of-00024.gz	117
forever	1707	37	19	1	googlebooks-eng-20200217	1-00018-of-00024.gz	118
forever	1708	120	36	1	googlebooks-eng-20200217	1-00018-of-00024.gz	119
forever	1709	45	23	1	googlebooks-eng-20200217	1-00018-of-00024.gz	120
forever	1710	38	19	1	googlebooks-eng-20200217	1-00018-of-00024.gz	121
forever	1711	23	19	1	googlebooks-eng-20200217	1-00018-of-00024.gz	122
forever	1712	69	28	1	googlebooks-eng-20200217	1-00018-of-00024.gz	123
forever	1713	43	24	1	googlebooks-eng-20200217	1-00018-of-00024.gz	124
forever	1714	84	22	1	googlebooks-eng-20200217	1-00018-of-00024.gz	125
forever	1715	48	23	1	googlebooks-eng-20200217	1-00018-of-00024.gz	126
forever	1716	98	21	1	googlebooks-eng-20200217	1-00018-of-00024.gz	127
forever	1717	64	16	1	googlebooks-eng-20200217	1-00018-of-00024.gz	128
forever	1718	37	25	1	googlebooks-eng-20200217	1-00018-of-00024.gz	129
forever	1719	44	21	1	googlebooks-eng-20200217	1-00018-of-00024.gz	130
forever	1720	72	37	1	googlebooks-eng-20200217	1-00018-of-00024.gz	131
forever	1721	28	19	1	googlebooks-eng-20200217	1-00018-of-00024.gz	132
forever	1722	53	22	1	googlebooks-eng-20200217	1-00018-of-00024.gz	133
forever	1723	35	22	1	googlebooks-eng-20200217	1-00018-of-00024.gz	134
forever	1724	30	18	1	googlebooks-eng-20200217	1-00018-of-00024.gz	135
forever	1725	55	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	136
forever	1726	37	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	137
forever	1727	40	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	138
forever	1728	51	16	1	googlebooks-eng-20200217	1-00018-of-00024.gz	139
forever	1729	82	25	1	googlebooks-eng-20200217	1-00018-of-00024.gz	140
forever	1730	14	11	1	googlebooks-eng-20200217	1-00018-of-00024.gz	141
forever	1731	159	28	1	googlebooks-eng-20200217	1-00018-of-00024.gz	142
forever	1732	53	21	1	googlebooks-eng-20200217	1-00018-of-00024.gz	143
forever	1733	40	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	144
forever	1734	128	20	1	googlebooks-eng-20200217	1-00018-of-00024.gz	145
forever	1735	119	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	146
forever	1736	55	30	1	googlebooks-eng-20200217	1-00018-of-00024.gz	147
forever	1737	92	35	1	googlebooks-eng-20200217	1-00018-of-00024.gz	148
forever	1738	37	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	149
forever	1739	71	26	1	googlebooks-eng-20200217	1-00018-of-00024.gz	150
forever	1740	43	31	1	googlebooks-eng-20200217	1-00018-of-00024.gz	151
forever	1741	81	43	1	googlebooks-eng-20200217	1-00018-of-00024.gz	152
forever	1742	104	55	1	googlebooks-eng-20200217	1-00018-of-00024.gz	153
forever	1743	40	27	1	googlebooks-eng-20200217	1-00018-of-00024.gz	154
forever	1744	83	44	1	googlebooks-eng-20200217	1-00018-of-00024.gz	155
forever	1745	98	43	1	googlebooks-eng-20200217	1-00018-of-00024.gz	156
forever	1746	80	28	1	googlebooks-eng-20200217	1-00018-of-00024.gz	157
forever	1747	101	42	1	googlebooks-eng-20200217	1-00018-of-00024.gz	158
forever	1748	73	32	1	googlebooks-eng-20200217	1-00018-of-00024.gz	159
forever	1749	61	45	1	googlebooks-eng-20200217	1-00018-of-00024.gz	160
forever	1750	98	47	1	googlebooks-eng-20200217	1-00018-of-00024.gz	161
forever	1751	127	63	1	googlebooks-eng-20200217	1-00018-of-00024.gz	162
forever	1752	88	46	1	googlebooks-eng-20200217	1-00018-of-00024.gz	163
forever	1753	158	76	1	googlebooks-eng-20200217	1-00018-of-00024.gz	164
forever	1754	105	56	1	googlebooks-eng-20200217	1-00018-of-00024.gz	165
forever	1755	149	55	1	googlebooks-eng-20200217	1-00018-of-00024.gz	166
forever	1756	122	40	1	googlebooks-eng-20200217	1-00018-of-00024.gz	167
forever	1757	79	56	1	googlebooks-eng-20200217	1-00018-of-00024.gz	168
forever	1758	168	38	1	googlebooks-eng-20200217	1-00018-of-00024.gz	169
forever	1759	92	55	1	googlebooks-eng-20200217	1-00018-of-00024.gz	170
forever	1760	124	62	1	googlebooks-eng-20200217	1-00018-of-00024.gz	171
forever	1761	103	67	1	googlebooks-eng-20200217	1-00018-of-00024.gz	172
forever	1762	109	67	1	googlebooks-eng-20200217	1-00018-of-00024.gz	173
forever	1763	170	79	1	googlebooks-eng-20200217	1-00018-of-00024.gz	174
forever	1764	158	82	1	googlebooks-eng-20200217	1-00018-of-00024.gz	175
forever	1765	207	75	1	googlebooks-eng-20200217	1-00018-of-00024.gz	176
forever	1766	169	74	1	googlebooks-eng-20200217	1-00018-of-00024.gz	177
forever	1767	135	73	1	googlebooks-eng-20200217	1-00018-of-00024.gz	178
forever	1768	141	59	1	googlebooks-eng-20200217	1-00018-of-00024.gz	179
forever	1769	147	67	1	googlebooks-eng-20200217	1-00018-of-00024.gz	180
forever	1770	151	75	1	googlebooks-eng-20200217	1-00018-of-00024.gz	181
forever	1771	144	76	1	googlebooks-eng-20200217	1-00018-of-00024.gz	182
forever	1772	143	83	1	googlebooks-eng-20200217	1-00018-of-00024.gz	183
forever	1773	141	69	1	googlebooks-eng-20200217	1-00018-of-00024.gz	184
forever	1774	192	100	1	googlebooks-eng-20200217	1-00018-of-00024.gz	185
forever	1775	145	84	1	googlebooks-eng-20200217	1-00018-of-00024.gz	186
forever	1776	217	99	1	googlebooks-eng-20200217	1-00018-of-00024.gz	187
forever	1777	262	106	1	googlebooks-eng-20200217	1-00018-of-00024.gz	188
forever	1778	133	66	1	googlebooks-eng-20200217	1-00018-of-00024.gz	189
forever	1779	183	77	1	googlebooks-eng-20200217	1-00018-of-00024.gz	190
forever	1780	151	64	1	googlebooks-eng-20200217	1-00018-of-00024.gz	191
forever	1781	94	60	1	googlebooks-eng-20200217	1-00018-of-00024.gz	192
forever	1782	200	64	1	googlebooks-eng-20200217	1-00018-of-00024.gz	193
forever	1783	260	95	1	googlebooks-eng-20200217	1-00018-of-00024.gz	194
forever	1784	374	105	1	googlebooks-eng-20200217	1-00018-of-00024.gz	195
forever	1785	197	116	1	googlebooks-eng-20200217	1-00018-of-00024.gz	196
forever	1786	270	85	1	googlebooks-eng-20200217	1-00018-of-00024.gz	197
forever	1787	288	115	1	googlebooks-eng-20200217	1-00018-of-00024.gz	198
forever	1788	253	122	1	googlebooks-eng-20200217	1-00018-of-00024.gz	199
forever	1789	257	113	1	googlebooks-eng-20200217	1-00018-of-00024.gz	200
forever	1790	499	142	1	googlebooks-eng-20200217	1-00018-of-00024.gz	201
forever	1791	283	122	1	googlebooks-eng-20200217	1-00018-of-00024.gz	202
forever	1792	809	174	1	googlebooks-eng-20200217	1-00018-of-00024.gz	203
forever	1793	572	198	1	googlebooks-eng-20200217	1-00018-of-00024.gz	204
forever	1794	547	225	1	googlebooks-eng-20200217	1-00018-of-00024.gz	205
forever	1795	534	217	1	googlebooks-eng-20200217	1-00018-of-00024.gz	206
forever	1796	718	216	1	googlebooks-eng-20200217	1-00018-of-00024.gz	207
forever	1797	666	231	1	googlebooks-eng-20200217	1-00018-of-00024.gz	208
forever	1798	582	192	1	googlebooks-eng-20200217	1-00018-of-00024.gz	209
forever	1799	893	188	1	googlebooks-eng-20200217	1-00018-of-00024.gz	210
forever	1800	2766	470	1	googlebooks-eng-20200217	1-00018-of-00024.gz	211
forever	1801	1179	366	1	googlebooks-eng-20200217	1-00018-of-00024.gz	212
forever	1802	1551	378	1	googlebooks-eng-20200217	1-00018-of-00024.gz	213
forever	1803	2384	400	1	googlebooks-eng-20200217	1-00018-of-00024.gz	214
forever	1804	2826	515	1	googlebooks-eng-20200217	1-00018-of-00024.gz	215
forever	1805	2478	477	1	googlebooks-eng-20200217	1-00018-of-00024.gz	216
forever	1806	2361	534	1	googlebooks-eng-20200217	1-00018-of-00024.gz	217
forever	1807	2907	595	1	googlebooks-eng-20200217	1-00018-of-00024.gz	218
forever	1808	4760	740	1	googlebooks-eng-20200217	1-00018-of-00024.gz	219
forever	1809	3252	707	1	googlebooks-eng-20200217	1-00018-of-00024.gz	220
forever	1810	3093	768	1	googlebooks-eng-20200217	1-00018-of-00024.gz	221
forever	1811	4396	766	1	googlebooks-eng-20200217	1-00018-of-00024.gz	222
forever	1812	3775	802	1	googlebooks-eng-20200217	1-00018-of-00024.gz	223
forever	1813	4365	736	1	googlebooks-eng-20200217	1-00018-of-00024.gz	224
forever	1814	4670	720	1	googlebooks-eng-20200217	1-00018-of-00024.gz	225
forever	1815	4256	777	1	googlebooks-eng-20200217	1-00018-of-00024.gz	226
forever	1816	4010	740	1	googlebooks-eng-20200217	1-00018-of-00024.gz	227
forever	1817	3629	726	1	googlebooks-eng-20200217	1-00018-of-00024.gz	228
forever	1818	4589	840	1	googlebooks-eng-20200217	1-00018-of-00024.gz	229
forever	1819	5758	865	1	googlebooks-eng-20200217	1-00018-of-00024.gz	230
forever	1820	4983	872	1	googlebooks-eng-20200217	1-00018-of-00024.gz	231
forever	1821	7099	1027	1	googlebooks-eng-20200217	1-00018-of-00024.gz	232
forever	1822	7047	1136	1	googlebooks-eng-20200217	1-00018-of-00024.gz	233
forever	1823	8206	1181	1	googlebooks-eng-20200217	1-00018-of-00024.gz	234
forever	1824	8696	1340	1	googlebooks-eng-20200217	1-00018-of-00024.gz	235
forever	1825	10352	1352	1	googlebooks-eng-20200217	1-00018-of-00024.gz	236
forever	1826	9816	1275	1	googlebooks-eng-20200217	1-00018-of-00024.gz	237
forever	1827	10350	1431	1	googlebooks-eng-20200217	1-00018-of-00024.gz	238
forever	1828	12661	1453	1	googlebooks-eng-20200217	1-00018-of-00024.gz	239
forever	1829	13964	1663	1	googlebooks-eng-20200217	1-00018-of-00024.gz	240
forever	1830	16196	1791	1	googlebooks-eng-20200217	1-00018-of-00024.gz	241
forever	1831	15760	1786	1	googlebooks-eng-20200217	1-00018-of-00024.gz	242
forever	1832	26932	3322	1	googlebooks-eng-20200217	1-00018-of-00024.gz	243
forever	1833	20089	2089	1	googlebooks-eng-20200217	1-00018-of-00024.gz	244
forever	1834	19060	2065	1	googlebooks-eng-20200217	1-00018-of-00024.gz	245
forever	1835	17645	2079	1	googlebooks-eng-20200217	1-00018-of-00024.gz	246
forever	1836	21860	2388	1	googlebooks-eng-20200217	1-00018-of-00024.gz	247
forever	1837	21583	2008	1	googlebooks-eng-20200217	1-00018-of-00024.gz	248
forever	1838	18880	2123	1	googlebooks-eng-20200217	1-00018-of-00024.gz	249
