ngram	year	match_count	volume_count	ngram_order	corpus_release	source_shard	wide_field_index
for ever	1478	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	1
for ever	1485	81	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	2
for ever	1494	22	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	3
for ever	1505	12	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	4
for ever	1508	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	5
for ever	1509	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	6
for ever	1517	6	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	7
for ever	1523	10	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	8
for ever	1535	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	9
for ever	1537	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	10
for ever	1538	9	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	11
for ever	1547	26	5	2	googlebooks-eng-20200217	2-00407-of-00589.gz	12
for ever	1548	68	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	13
for ever	1549	24	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	14
for ever	1551	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	15
for ever	1552	2	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	16
for ever	1553	2	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	17
for ever	1555	5	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	18
for ever	1558	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	19
for ever	1563	4	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	20
for ever	1568	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	21
for ever	1572	33	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	22
for ever	1574	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	23
for ever	1575	11	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	24
for ever	1578	11	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	25
for ever	1579	2	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	26
for ever	1581	35	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	27
for ever	1582	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	28
for ever	1583	11	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	29
for ever	1586	15	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	30
for ever	1587	11	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	31
for ever	1588	24	7	2	googlebooks-eng-20200217	2-00407-of-00589.gz	32
for ever	1589	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	33
for ever	1590	13	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	34
for ever	1592	15	5	2	googlebooks-eng-20200217	2-00407-of-00589.gz	35
for ever	1593	35	6	2	googlebooks-eng-20200217	2-00407-of-00589.gz	36
for ever	1594	3	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	37
for ever	1595	2	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	38
for ever	1596	65	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	39
for ever	1597	4	4	2	googlebooks-eng-20200217	2-00407-of-00589.gz	40
for ever	1598	6	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	41
for ever	1600	5	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	42
for ever	1601	21	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	43
for ever	1602	6	5	2	googlebooks-eng-20200217	2-00407-of-00589.gz	44
for ever	1603	23	4	2	googlebooks-eng-20200217	2-00407-of-00589.gz	45
for ever	1604	15	6	2	googlebooks-eng-20200217	2-00407-of-00589.gz	46
for ever	1605	5	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	47
for ever	1606	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	48
for ever	1607	8	4	2	googlebooks-eng-20200217	2-00407-of-00589.gz	49
for ever	1608	15	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	50
for ever	1609	45	6	2	googlebooks-eng-20200217	2-00407-of-00589.gz	51
for ever	1611	232	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	52
for ever	1612	8	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	53
for ever	1613	44	9	2	googlebooks-eng-20200217	2-00407-of-00589.gz	54
for ever	1614	11	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	55
for ever	1616	4	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	56
for ever	1617	6	3	2	googlebooks-eng-20200217	2-00407-of-00589.gz	57
for ever	1618	3	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	58
for ever	1619	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	59
for ever	1620	10	2	2	googlebooks-eng-20200217	2-00407-of-00589.gz	60
for ever	1621	46	8	2	googlebooks-eng-20200217	2-00407-of-00589.gz	61
for ever	1622	78	6	2	googlebooks-eng-20200217	2-00407-of-00589.gz	62
for ever	1623	23	10	2	googlebooks-eng-20200217	2-00407-of-00589.gz	63
for ever	1624	7	4	2	googlebooks-eng-20200217	2-00407-of-00589.gz	64
for ever	1625	105	13	2	googlebooks-eng-20200217	2-00407-of-00589.gz	65
for ever	1626	2	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	66
for ever	1628	1	1	2	googlebooks-eng-20200217	2-00407-of-00589.gz	67
for ever	1630	38	11	2	googlebooks-eng-20200217	2-00407-of-00589.gz	68
for ever	1631	118	15	2	googlebooks-eng-20200217	2-00407-of-00589.gz	69
for ever	1632	97	18	2	googlebooks-eng-20200217	2-00407-of-00589.gz	70
for ever	1633	85	18	2	googlebooks-eng-20200217	2-00407-of-00589.gz	71
for ever	1634	123	24	2	googlebooks-eng-20200217	2-00407-of-00589.gz	72
for ever	1635	85	24	2	googlebooks-eng-20200217	2-00407-of-00589.gz	73
for ever	1636	65	26	2	googlebooks-eng-20200217	2-00407-of-00589.gz	74
for ever	1637	65	19	2	googlebooks-eng-20200217	2-00407-of-00589.gz	75
for ever	1638	106	24	2	googlebooks-eng-20200217	2-00407-of-00589.gz	76
for ever	1639	129	21	2	googlebooks-eng-20200217	2-00407-of-00589.gz	77
for ever	1640	343	39	2	googlebooks-eng-20200217	2-00407-of-00589.gz	78
for ever	1641	161	39	2	googlebooks-eng-20200217	2-00407-of-00589.gz	79
for ever	1642	95	27	2	googlebooks-eng-20200217	2-00407-of-00589.gz	80
for ever	1643	131	23	2	googlebooks-eng-20200217	2-00407-of-00589.gz	81
for ever	1644	136	19	2	googlebooks-eng-20200217	2-00407-of-00589.gz	82
for ever	1645	195	22	2	googlebooks-eng-20200217	2-00407-of-00589.gz	83
for ever	1646	186	19	2	googlebooks-eng-20200217	2-00407-of-00589.gz	84
for ever	1647	158	27	2	googlebooks-eng-20200217	2-00407-of-00589.gz	85
for ever	1648	201	19	2	googlebooks-eng-20200217	2-00407-of-00589.gz	86
for ever	1649	135	26	2	googlebooks-eng-20200217	2-00407-of-00589.gz	87
for ever	1650	73	24	2	googlebooks-eng-20200217	2-00407-of-00589.gz	88
for ever	1651	182	31	2	googlebooks-eng-20200217	2-00407-of-00589.gz	89
for ever	1652	109	31	2	googlebooks-eng-20200217	2-00407-of-00589.gz	90
for ever	1653	220	36	2	googlebooks-eng-20200217	2-00407-of-00589.gz	91
for ever	1654	316	40	2	googlebooks-eng-20200217	2-00407-of-00589.gz	92
for ever	1655	182	32	2	googlebooks-eng-20200217	2-00407-of-00589.gz	93
for ever	1656	119	25	2	googlebooks-eng-20200217	2-00407-of-00589.gz	94
for ever	1657	238	35	2	googlebooks-eng-20200217	2-00407-of-00589.gz	95
for ever	1658	185	48	2	googlebooks-eng-20200217	2-00407-of-00589.gz	96
for ever	1659	428	52	2	googlebooks-eng-20200217	2-00407-of-00589.gz	97
for ever	1660	607	64	2	googlebooks-eng-20200217	2-00407-of-00589.gz	98
for ever	1661	208	46	2	googlebooks-eng-20200217	2-00407-of-00589.gz	99
for ever	1662	326	64	2	googlebooks-eng-20200217	2-00407-of-00589.gz	100
for ever	1663	92	37	2	googlebooks-eng-20200217	2-00407-of-00589.gz	101
for ever	1664	78	29	2	googlebooks-eng-20200217	2-00407-of-00589.gz	102
for ever	1665	210	50	2	googlebooks-eng-20200217	2-00407-of-00589.gz	103
for ever	1666	48	26	2	googlebooks-eng-20200217	2-00407-of-00589.gz	104
for ever	1667	149	41	2	googlebooks-eng-20200217	2-00407-of-00589.gz	105
for ever	1668	162	41	2	googlebooks-eng-20200217	2-00407-of-00589.gz	106
for ever	1669	178	53	2	googlebooks-eng-20200217	2-00407-of-00589.gz	107
for ever	1670	221	56	2	googlebooks-eng-20200217	2-00407-of-00589.gz	108
for ever	1671	383	55	2	googlebooks-eng-20200217	2-00407-of-00589.gz	109
for ever	1672	289	61	2	googlebooks-eng-20200217	2-00407-of-00589.gz	110
for ever	1673	232	59	2	googlebooks-eng-20200217	2-00407-of-00589.gz	111
for ever	1674	292	60	2	googlebooks-eng-20200217	2-00407-of-00589.gz	112
for ever	1675	477	71	2	googlebooks-eng-20200217	2-00407-of-00589.gz	113
for ever	1676	481	80	2	googlebooks-eng-20200217	2-00407-of-00589.gz	114
for ever	1677	337	66	2	googlebooks-eng-20200217	2-00407-of-00589.gz	115
for ever	1678	308	59	2	googlebooks-eng-20200217	2-00407-of-00589.gz	116
for ever	1679	350	76	2	googlebooks-eng-20200217	2-00407-of-00589.gz	117
for ever	1680	418	81	2	googlebooks-eng-20200217	2-00407-of-00589.gz	118
for ever	1681	432	81	2	googlebooks-eng-20200217	2-00407-of-00589.gz	119
for ever	1682	334	83	2	googlebooks-eng-20200217	2-00407-of-00589.gz	120
for ever	1683	720	92	2	googlebooks-eng-20200217	2-00407-of-00589.gz	121
for ever	1684	511	73	2	googlebooks-eng-20200217	2-00407-of-00589.gz	122
for ever	1685	413	98	2	googlebooks-eng-20200217	2-00407-of-00589.gz	123
for ever	1686	260	50	2	googlebooks-eng-20200217	2-00407-of-00589.gz	124
for ever	1687	332	68	2	googlebooks-eng-20200217	2-00407-of-00589.gz	125
for ever	1688	355	74	2	googlebooks-eng-20200217	2-00407-of-00589.gz	126
for ever	1689	483	65	2	googlebooks-eng-20200217	2-00407-of-00589.gz	127
for ever	1690	333	73	2	googlebooks-eng-20200217	2-00407-of-00589.gz	128
for ever	1691	313	57	2	googlebooks-eng-20200217	2-00407-of-00589.gz	129
for ever	1692	453	77	2	googlebooks-eng-20200217	2-00407-of-00589.gz	130
for ever	1693	523	95	2	googlebooks-eng-20200217	2-00407-of-00589.gz	131
for ever	1694	617	91	2	googlebooks-eng-20200217	2-00407-of-00589.gz	132
for ever	1695	500	110	2	googlebooks-eng-20200217	2-00407-of-00589.gz	133
for ever	1696	306	97	2	googlebooks-eng-20200217	2-00407-of-00589.gz	134
for ever	1697	340	86	2	googlebooks-eng-20200217	2-00407-of-00589.gz	135
for ever	1698	595	107	2	googlebooks-eng-20200217	2-00407-of-00589.gz	136
for ever	1699	721	106	2	googlebooks-eng-20200217	2-00407-of-00589.gz	137
for ever	1700	1476	158	2	googlebooks-eng-20200217	2-00407-of-00589.gz	138
for ever	1701	987	109	2	googlebooks-eng-20200217	2-00407-of-00589.gz	139
for ever	1702	636	141	2	googlebooks-eng-20200217	2-00407-of-00589.gz	140
for ever	1703	813	114	2	googlebooks-eng-20200217	2-00407-of-00589.gz	141
for ever	1704	1107	140	2	googlebooks-eng-20200217	2-00407-of-00589.gz	142
for ever	1705	827	135	2	googlebooks-eng-20200217	2-00407-of-00589.gz	143
for ever	1706	1041	143	2	googlebooks-eng-20200217	2-00407-of-00589.gz	144
for ever	1707	965	161	2	googlebooks-eng-20200217	2-00407-of-00589.gz	145
for ever	1708	1357	178	2	googlebooks-eng-20200217	2-00407-of-00589.gz	146
for ever	1709	1153	139	2	googlebooks-eng-20200217	2-00407-of-00589.gz	147
for ever	1710	1126	163	2	googlebooks-eng-20200217	2-00407-of-00589.gz	148
for ever	1711	813	183	2	googlebooks-eng-20200217	2-00407-of-00589.gz	149
for ever	1712	1399	148	2	googlebooks-eng-20200217	2-00407-of-00589.gz	150
for ever	1713	1029	153	2	googlebooks-eng-20200217	2-00407-of-00589.gz	151
for ever	1714	1358	196	2	googlebooks-eng-20200217	2-00407-of-00589.gz	152
for ever	1715	1333	186	2	googlebooks-eng-20200217	2-00407-of-00589.gz	153
for ever	1716	1772	157	2	googlebooks-eng-20200217	2-00407-of-00589.gz	154
for ever	1717	1418	189	2	googlebooks-eng-20200217	2-00407-of-00589.gz	155
for ever	1718	988	176	2	googlebooks-eng-20200217	2-00407-of-00589.gz	156
for ever	1719	1610	226	2	googlebooks-eng-20200217	2-00407-of-00589.gz	157
for ever	1720	1933	218	2	googlebooks-eng-20200217	2-00407-of-00589.gz	158
for ever	1721	1197	170	2	googlebooks-eng-20200217	2-00407-of-00589.gz	159
for ever	1722	1253	218	2	googlebooks-eng-20200217	2-00407-of-00589.gz	160
for ever	1723	1085	181	2	googlebooks-eng-20200217	2-00407-of-00589.gz	161
for ever	1724	1076	159	2	googlebooks-eng-20200217	2-00407-of-00589.gz	162
for ever	1725	1192	194	2	googlebooks-eng-20200217	2-00407-of-00589.gz	163
for ever	1726	1390	246	2	googlebooks-eng-20200217	2-00407-of-00589.gz	164
for ever	1727	1453	243	2	googlebooks-eng-20200217	2-00407-of-00589.gz	165
for ever	1728	1371	210	2	googlebooks-eng-20200217	2-00407-of-00589.gz	166
for ever	1729	2130	220	2	googlebooks-eng-20200217	2-00407-of-00589.gz	167
for ever	1730	1310	221	2	googlebooks-eng-20200217	2-00407-of-00589.gz	168
for ever	1731	1108	197	2	googlebooks-eng-20200217	2-00407-of-00589.gz	169
for ever	1732	1814	243	2	googlebooks-eng-20200217	2-00407-of-00589.gz	170
for ever	1733	1256	200	2	googlebooks-eng-20200217	2-00407-of-00589.gz	171
for ever	1734	1387	204	2	googlebooks-eng-20200217	2-00407-of-00589.gz	172
for ever	1735	1645	234	2	googlebooks-eng-20200217	2-00407-of-00589.gz	173
for ever	1736	1725	200	2	googlebooks-eng-20200217	2-00407-of-00589.gz	174
for ever	1737	1923	250	2	googlebooks-eng-20200217	2-00407-of-00589.gz	175
for ever	1738	1671	212	2	googlebooks-eng-20200217	2-00407-of-00589.gz	176
for ever	1739	1502	248	2	googlebooks-eng-20200217	2-00407-of-00589.gz	177
for ever	1740	1279	215	2	googlebooks-eng-20200217	2-00407-of-00589.gz	178
for ever	1741	1627	253	2	googlebooks-eng-20200217	2-00407-of-00589.gz	179
for ever	1742	2435	338	2	googlebooks-eng-20200217	2-00407-of-00589.gz	180
for ever	1743	1150	230	2	googlebooks-eng-20200217	2-00407-of-00589.gz	181
for ever	1744	1945	264	2	googlebooks-eng-20200217	2-00407-of-00589.gz	182
for ever	1745	2033	243	2	googlebooks-eng-20200217	2-00407-of-00589.gz	183
for ever	1746	1146	173	2	googlebooks-eng-20200217	2-00407-of-00589.gz	184
for ever	1747	2334	303	2	googlebooks-eng-20200217	2-00407-of-00589.gz	185
for ever	1748	1776	235	2	googlebooks-eng-20200217	2-00407-of-00589.gz	186
for ever	1749	1827	273	2	googlebooks-eng-20200217	2-00407-of-00589.gz	187
for ever	1750	3099	317	2	googlebooks-eng-20200217	2-00407-of-00589.gz	188
for ever	1751	2669	376	2	googlebooks-eng-20200217	2-00407-of-00589.gz	189
for ever	1752	1861	309	2	googlebooks-eng-20200217	2-00407-of-00589.gz	190
for ever	1753	2800	385	2	googlebooks-eng-20200217	2-00407-of-00589.gz	191
for ever	1754	2613	336	2	googlebooks-eng-20200217	2-00407-of-00589.gz	192
for ever	1755	2798	379	2	googlebooks-eng-20200217	2-00407-of-00589.gz	193
for ever	1756	2347	282	2	googlebooks-eng-20200217	2-00407-of-00589.gz	194
for ever	1757	1871	304	2	googlebooks-eng-20200217	2-00407-of-00589.gz	195
for ever	1758	2479	329	2	googlebooks-eng-20200217	2-00407-of-00589.gz	196
for ever	1759	1987	343	2	googlebooks-eng-20200217	2-00407-of-00589.gz	197
for ever	1760	2419	385	2	googlebooks-eng-20200217	2-00407-of-00589.gz	198
for ever	1761	2787	392	2	googlebooks-eng-20200217	2-00407-of-00589.gz	199
for ever	1762	2529	341	2	googlebooks-eng-20200217	2-00407-of-00589.gz	200
for ever	1763	3424	383	2	googlebooks-eng-20200217	2-00407-of-00589.gz	201
for ever	1764	3753	373	2	googlebooks-eng-20200217	2-00407-of-00589.gz	202
for ever	1765	3917	431	2	googlebooks-eng-20200217	2-00407-of-00589.gz	203
for ever	1766	3070	465	2	googlebooks-eng-20200217	2-00407-of-00589.gz	204
for ever	1767	2875	444	2	googlebooks-eng-20200217	2-00407-of-00589.gz	205
for ever	1768	3260	453	2	googlebooks-eng-20200217	2-00407-of-00589.gz	206
for ever	1769	2682	405	2	googlebooks-eng-20200217	2-00407-of-00589.gz	207
for ever	1770	3289	482	2	googlebooks-eng-20200217	2-00407-of-00589.gz	208
for ever	1771	2828	404	2	googlebooks-eng-20200217	2-00407-of-00589.gz	209
for ever	1772	3977	417	2	googlebooks-eng-20200217	2-00407-of-00589.gz	210
for ever	1773	3304	391	2	googlebooks-eng-20200217	2-00407-of-00589.gz	211
for ever	1774	3280	481	2	googlebooks-eng-20200217	2-00407-of-00589.gz	212
for ever	1775	3150	488	2	googlebooks-eng-20200217	2-00407-of-00589.gz	213
for ever	1776	2696	504	2	googlebooks-eng-20200217	2-00407-of-00589.gz	214
for ever	1777	3617	466	2	googlebooks-eng-20200217	2-00407-of-00589.gz	215
for ever	1778	2873	384	2	googlebooks-eng-20200217	2-00407-of-00589.gz	216
for ever	1779	4077	521	2	googlebooks-eng-20200217	2-00407-of-00589.gz	217
for ever	1780	2635	436	2	googlebooks-eng-20200217	2-00407-of-00589.gz	218
for ever	1781	2739	432	2	googlebooks-eng-20200217	2-00407-of-00589.gz	219
for ever	1782	3392	458	2	googlebooks-eng-20200217	2-00407-of-00589.gz	220
for ever	1783	3820	517	2	googlebooks-eng-20200217	2-00407-of-00589.gz	221
for ever	1784	4349	574	2	googlebooks-eng-20200217	2-00407-of-00589.gz	222
for ever	1785	4188	584	2	googlebooks-eng-20200217	2-00407-of-00589.gz	223
for ever	1786	3534	620	2	googlebooks-eng-20200217	2-00407-of-00589.gz	224
for ever	1787	5036	724	2	googlebooks-eng-20200217	2-00407-of-00589.gz	225
for ever	1788	4771	771	2	googlebooks-eng-20200217	2-00407-of-00589.gz	226
for ever	1789	5070	762	2	googlebooks-eng-20200217	2-00407-of-00589.gz	227
for ever	1790	6893	939	2	googlebooks-eng-20200217	2-00407-of-00589.gz	228
for ever	1791	8130	983	2	googlebooks-eng-20200217	2-00407-of-00589.gz	229
for ever	1792	8774	1076	2	googlebooks-eng-20200217	2-00407-of-00589.gz	230
for ever	1793	8027	1026	2	googlebooks-eng-20200217	2-00407-of-00589.gz	231
for ever	1794	7340	1012	2	googlebooks-eng-20200217	2-00407-of-00589.gz	232
for ever	1795	9202	1022	2	googlebooks-eng-20200217	2-00407-of-00589.gz	233
for ever	1796	8900	1089	2	googlebooks-eng-20200217	2-00407-of-00589.gz	234
for ever	1797	9450	1122	2	googlebooks-eng-20200217	2-00407-of-00589.gz	235
for ever	1798	8750	1051	2	googlebooks-eng-20200217	2-00407-of-00589.gz	236
for ever	1799	9950	1149	2	googlebooks-eng-20200217	2-00407-of-00589.gz	237
for ever	1800	14947	1672	2	googlebooks-eng-20200217	2-00407-of-00589.gz	238
for ever	1801	14227	1786	2	googlebooks-eng-20200217	2-00407-of-00589.gz	239
for ever	1802	14427	1609	2	googlebooks-eng-20200217	2-00407-of-00589.gz	240
for ever	1803	17705	2093	2	googlebooks-eng-20200217	2-00407-of-00589.gz	241
for ever	1804	19343	2140	2	googlebooks-eng-20200217	2-00407-of-00589.gz	242
for ever	1805	18858	2207	2	googlebooks-eng-20200217	2-00407-of-00589.gz	243
for ever	1806	24868	2680	2	googlebooks-eng-20200217	2-00407-of-00589.gz	244
for ever	1807	23216	2741	2	googlebooks-eng-20200217	2-00407-of-00589.gz	245
for ever	1808	32139	3428	2	googlebooks-eng-20200217	2-00407-of-00589.gz	246
for ever	1809	27877	2936	2	googlebooks-eng-20200217	2-00407-of-00589.gz	247
for ever	1810	41470	3664	2	googlebooks-eng-20200217	2-00407-of-00589.gz	248
for ever	1811	37472	3293	2	googlebooks-eng-20200217	2-00407-of-00589.gz	249
for ever	1812	43228	3509	2	googlebooks-eng-20200217	2-00407-of-00589.gz	250
for ever	1813	33480	3167	2	googlebooks-eng-20200217	2-00407-of-00589.gz	251
for ever	1814	31862	3162	2	googlebooks-eng-20200217	2-00407-of-00589.gz	252
for ever	1815	38371	3379	2	googlebooks-eng-20200217	2-00407-of-00589.gz	253
for ever	1816	40864	3552	2	googlebooks-eng-20200217	2-00407-of-00589.gz	254
for ever	1817	39080	3846	2	googlebooks-eng-20200217	2-00407-of-00589.gz	255
for ever	1818	45397	4019	2	googlebooks-eng-20200217	2-00407-of-00589.gz	256
for ever	1819	40029	4046	2	googlebooks-eng-20200217	2-00407-of-00589.gz	257
for ever	1820	52612	4926	2	googlebooks-eng-20200217	2-00407-of-00589.gz	258
for ever	1821	45225	4513	2	googlebooks-eng-20200217	2-00407-of-00589.gz	259
for ever	1822	59720	5450	2	googlebooks-eng-20200217	2-00407-of-00589.gz	260
for ever	1823	56734	5410	2	googlebooks-eng-20200217	2-00407-of-00589.gz	261
for ever	1824	64835	6040	2	googlebooks-eng-20200217	2-00407-of-00589.gz	262
for ever	1825	69591	6311	2	googlebooks-eng-20200217	2-00407-of-00589.gz	263
for ever	1826	61192	5240	2	googlebooks-eng-20200217	2-00407-of-00589.gz	264
for ever	1827	62053	5483	2	googlebooks-eng-20200217	2-00407-of-00589.gz	265
for ever	1828	68036	5567	2	googlebooks-eng-20200217	2-00407-of-00589.gz	266
for ever	1829	68075	5871	2	googlebooks-eng-20200217	2-00407-of-00589.gz	267
